ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Juneteenth National Independence Day (observed),Juneteenth National Independence Day (observed)_lower,Juneteenth National Independence Day (observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving Day,Thanksgiving Day_lower,Thanksgiving Day_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-03-29,1797.6011082288996,1638.2137886008973,1969.1573979382645,1797.6011082288996,1797.6011082288996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.587226986227071,6.587226986227071,6.587226986227071,0.0,0.0,0.0,-108.26839646744433,-108.26839646744433,-108.26839646744433,-202.86286724119682,-202.86286724119682,-202.86286724119682,317.7184906948683,317.7184906948683,317.7184906948683,0.0,0.0,0.0,1804.1883352151267
2022-03-30,1800.2169931615656,1685.4010493942906,2009.2639957464576,1800.2169931615656,1800.2169931615656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.677747110775776,47.677747110775776,47.677747110775776,0.0,0.0,0.0,-89.97999795408856,-89.97999795408856,-89.97999795408856,-181.70524634415207,-181.70524634415207,-181.70524634415207,319.3629914090164,319.3629914090164,319.3629914090164,0.0,0.0,0.0,1847.8947402723413
2022-03-31,1802.832878094232,1869.886400021388,2209.776194764539,1802.832878094232,1802.832878094232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.30733438982728,238.30733438982728,238.30733438982728,0.0,0.0,0.0,-66.32663349199241,-66.32663349199241,-66.32663349199241,-16.871418493780222,-16.871418493780222,-16.871418493780222,321.5053863755999,321.5053863755999,321.5053863755999,0.0,0.0,0.0,2041.1402124840592
2022-04-01,1805.4487630268982,2074.3159351765266,2397.2981070124474,1805.4487630268982,1805.4487630268982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.92089993244673,434.92089993244673,434.92089993244673,0.0,0.0,0.0,-40.26091819777446,-40.26091819777446,-40.26091819777446,151.09902358543934,151.09902358543934,151.09902358543934,324.08279454478185,324.08279454478185,324.08279454478185,0.0,0.0,0.0,2240.369662959345
2022-04-02,1808.064647959564,2175.803732590542,2495.710732050737,1808.064647959564,1808.064647959564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.922548288522,523.922548288522,523.922548288522,0.0,0.0,0.0,-13.201811075543004,-13.201811075543004,-13.201811075543004,210.10629700240884,210.10629700240884,210.10629700240884,327.018062361656,327.018062361656,327.018062361656,0.0,0.0,0.0,2331.9871962480856
2022-04-03,1810.6805328922303,2078.5532161177193,2404.94986360597,1810.6805328922303,1810.6805328922303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.2503059071075,444.2503059071075,444.2503059071075,0.0,0.0,0.0,14.491696710337456,14.491696710337456,14.491696710337456,99.53715595048713,99.53715595048713,99.53715595048713,330.22145324628286,330.22145324628286,330.22145324628286,0.0,0.0,0.0,2254.930838799338
2022-04-04,1813.2964178248963,1969.516798282234,2302.155664339595,1813.2964178248963,1813.2964178248963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.4358611500281,316.4358611500281,316.4358611500281,0.0,0.0,0.0,42.146090960650625,42.146090960650625,42.146090960650625,-59.30294445890566,-59.30294445890566,-59.30294445890566,333.5927146482831,333.5927146482831,333.5927146482831,0.0,0.0,0.0,2129.732278974924
2022-04-05,1815.9123027575624,1850.307105791189,2173.9894837704437,1815.9123027575624,1815.9123027575624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.4970041918255,202.4970041918255,202.4970041918255,0.0,0.0,0.0,68.33640508865349,68.33640508865349,68.33640508865349,-202.8628672412812,-202.8628672412812,-202.8628672412812,337.02346634445325,337.02346634445325,337.02346634445325,0.0,0.0,0.0,2018.4093069493879
2022-04-06,1818.5281876902286,1906.4033020601926,2233.576618510954,1818.5281876902286,1818.5281876902286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.42934155003408,250.42934155003408,250.42934155003408,0.0,0.0,0.0,91.73474403579502,91.73474403579502,91.73474403579502,-181.70524634408687,-181.70524634408687,-181.70524634408687,340.3998438583258,340.3998438583258,340.3998438583258,0.0,0.0,0.0,2068.957529240263
2022-04-07,1821.1440726228946,2105.6499605554345,2425.257704480529,1821.1440726228946,1821.1440726228946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.6441063740309,438.6441063740309,438.6441063740309,0.0,0.0,0.0,111.91020183462683,111.91020183462683,111.91020183462683,-16.87141849442741,-16.87141849442741,-16.87141849442741,343.6053230338315,343.6053230338315,343.6053230338315,0.0,0.0,0.0,2259.7881789969256
2022-04-08,1823.7599575555607,2293.8015081521266,2615.2354871527646,1823.7599575555607,1823.7599575555607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.4256183357511,626.4256183357511,626.4256183357511,0.0,0.0,0.0,128.80294862078253,128.80294862078253,128.80294862078253,151.09902358552264,151.09902358552264,151.09902358552264,346.523646129446,346.523646129446,346.523646129446,0.0,0.0,0.0,2450.1855758913116
2022-04-09,1826.3758424882267,2360.838904320279,2686.8485804165884,1826.3758424882267,1826.3758424882267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.4602788089363,700.4602788089363,700.4602788089363,0.0,0.0,0.0,141.31221532169866,141.31221532169866,141.31221532169866,210.10629700237016,210.10629700237016,210.10629700237016,349.0417664848676,349.0417664848676,349.0417664848676,0.0,0.0,0.0,2526.836121297163
2022-04-10,1828.991727420893,2262.8206350623823,2585.6854983346334,1828.991727420893,1828.991727420893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.4175248067403,597.4175248067403,597.4175248067403,0.0,0.0,0.0,146.8276409051252,146.8276409051252,146.8276409051252,99.53715595037487,99.53715595037487,99.53715595037487,351.0527279512403,351.0527279512403,351.0527279512403,0.0,0.0,0.0,2426.4092522276333
2022-04-11,1831.6076123535593,2105.196635192631,2432.0924744089457,1831.6076123535593,1831.6076123535593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.00867409162777,436.00867409162777,436.00867409162777,0.0,0.0,0.0,142.85322165510678,142.85322165510678,142.85322165510678,-59.302944459039054,-59.302944459039054,-59.302944459039054,352.45839689556004,352.45839689556004,352.45839689556004,0.0,0.0,0.0,2267.616286445187
2022-04-12,1834.223497286225,1962.9679712061702,2261.335652184099,1834.223497286225,1834.223497286225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.899018492586,279.899018492586,279.899018492586,0.0,0.0,0.0,129.58991708977223,129.58991708977223,129.58991708977223,-202.8628672409928,-202.8628672409928,-202.8628672409928,353.17196864380657,353.17196864380657,353.17196864380657,0.0,0.0,0.0,2114.122515778811
2022-04-13,1836.8393822188914,1961.9154543381278,2271.903476998164,1836.8393822188914,1836.8393822188914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.23463696391264,282.23463696391264,282.23463696391264,0.0,0.0,0.0,110.81970671171678,110.81970671171678,110.81970671171678,-181.70524634402165,-181.70524634402165,-181.70524634402165,353.12017659621756,353.12017659621756,353.12017659621756,0.0,0.0,0.0,2119.074019182804
2022-04-14,1839.4552671515576,2111.094214200187,2421.9088355696294,1839.4552671515576,1839.4552671515576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.9194719446198,426.9194719446198,426.9194719446198,0.0,0.0,0.0,91.54574969456989,91.54574969456989,91.54574969456989,-16.871418494270177,-16.871418494270177,-16.871418494270177,352.24514074432,352.24514074432,352.24514074432,0.0,0.0,0.0,2266.374739096177
2022-04-15,1842.0711520842235,2250.5907172820685,2571.963283193852,1842.0711520842235,1842.0711520842235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.4991114474417,575.4991114474417,575.4991114474417,0.0,0.0,0.0,73.89428517220651,73.89428517220651,73.89428517220651,151.09902358564452,151.09902358564452,151.09902358564452,350.5058026895906,350.5058026895906,350.5058026895906,0.0,0.0,0.0,2417.570263531665
2022-04-16,1844.6870370168897,2304.8760700347757,2607.9655816322493,1844.6870370168897,1844.6870370168897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.9033244074561,612.9033244074561,612.9033244074561,0.0,0.0,0.0,54.918121203309866,54.918121203309866,54.918121203309866,210.10629700235188,210.10629700235188,210.10629700235188,347.87890620179445,347.87890620179445,347.87890620179445,0.0,0.0,0.0,2457.5903614243457
2022-04-17,1847.3029219495554,2152.836225490606,2482.0196027963834,1847.3029219495554,1847.3029219495554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.7234678976755,472.7234678976755,472.7234678976755,0.0,0.0,0.0,28.82681644155644,28.82681644155644,28.82681644155644,99.53715595026436,99.53715595026436,99.53715595026436,344.3594955058547,344.3594955058547,344.3594955058547,0.0,0.0,0.0,2320.026389847231
2022-04-18,1849.4709649275803,1956.3382285758762,2279.1577941596333,1849.4709649275803,1849.4709649275803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0707008227071,273.0707008227071,273.0707008227071,0.0,0.0,0.0,-7.587272177929213,-7.587272177929213,-7.587272177929213,-59.30294445846743,-59.30294445846743,-59.30294445846743,339.96091745910365,339.96091745910365,339.96091745910365,0.0,0.0,0.0,2122.5416657502874
2022-04-19,1851.6390079056052,1769.9095305701446,2104.0854114302606,1851.6390079056052,1851.6390079056052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.15600165140023,81.15600165140023,81.15600165140023,0.0,0.0,0.0,-50.6954592687865,-50.6954592687865,-50.6954592687865,-202.8628672410364,-202.8628672410364,-202.8628672410364,334.7143281612231,334.7143281612231,334.7143281612231,0.0,0.0,0.0,1932.7950095570054
2022-04-20,1853.80705088363,1736.1157856067691,2066.1122823173896,1853.80705088363,1853.80705088363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.12958992768728,56.12958992768728,56.12958992768728,0.0,0.0,0.0,-90.83288262908889,-90.83288262908889,-90.83288262908889,-181.70524634390657,-181.70524634390657,-181.70524634390657,328.66771890068276,328.66771890068276,328.66771890068276,0.0,0.0,0.0,1909.9366408113171
2022-04-21,1855.9750938616548,1888.4011305978888,2202.301075528059,1855.9750938616548,1855.9750938616548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.97277642370085,186.97277642370085,186.97277642370085,0.0,0.0,0.0,-118.04029533983294,-118.04029533983294,-118.04029533983294,-16.871418494162032,-16.871418494162032,-16.871418494162032,321.8844902576958,321.8844902576958,321.8844902576958,0.0,0.0,0.0,2042.9478702853557
2022-04-22,1858.1431368396793,2033.1406891675852,2350.8379164899634,1858.1431368396793,1858.1431368396793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0716997174958,337.0716997174958,337.0716997174958,0.0,0.0,0.0,-128.46894010881994,-128.46894010881994,-128.46894010881994,151.09902358518207,151.09902358518207,151.09902358518207,314.4416162411336,314.4416162411336,314.4416162411336,0.0,0.0,0.0,2195.214836557175
2022-04-23,1860.3111798177042,2105.4666803560935,2405.980814878547,1860.3111798177042,1860.3111798177042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.06004646316785,390.06004646316785,390.06004646316785,0.0,0.0,0.0,-126.47370269098197,-126.47370269098197,-126.47370269098197,210.10629700245985,210.10629700245985,210.10629700245985,306.4274521516899,306.4274521516899,306.4274521516899,0.0,0.0,0.0,2250.371226280872
2022-04-24,1862.479222795729,1991.1265616445623,2296.080852018534,1862.479222795729,1862.479222795729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.6116213842807,276.6116213842807,276.6116213842807,0.0,0.0,0.0,-120.86478464888829,-120.86478464888829,-120.86478464888829,99.53715595015386,99.53715595015386,99.53715595015386,297.93925008301505,297.93925008301505,297.93925008301505,0.0,0.0,0.0,2139.0908441800098
2022-04-25,1864.6472657737538,1807.9468515007861,2143.082315331975,1864.6472657737538,1864.6472657737538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.34215514677456,111.34215514677456,111.34215514677456,0.0,0.0,0.0,-118.4353546916751,-118.4353546916751,-118.4353546916751,-59.30294445860081,-59.30294445860081,-59.30294445860081,289.08045429705044,289.08045429705044,289.08045429705044,0.0,0.0,0.0,1975.9894209205283
2022-04-26,1866.8153087517785,1665.839393075283,1977.4590424937735,1866.8153087517785,1866.8153087517785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.702726996368625,-42.702726996368625,-42.702726996368625,0.0,0.0,0.0,-119.79771465020931,-119.79771465020931,-119.79771465020931,-202.8628672411208,-202.8628672411208,-202.8628672411208,279.9578548949613,279.9578548949613,279.9578548949613,0.0,0.0,0.0,1824.1125817554098
2022-04-27,1868.9833517298034,1676.300802770632,2002.0893746141892,1868.9833517298034,1868.9833517298034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.314964339458125,-31.314964339458125,-31.314964339458125,0.0,0.0,0.0,-120.28840006329851,-120.28840006329851,-120.28840006329851,-181.70524634384137,-181.70524634384137,-181.70524634384137,270.67868206768173,270.67868206768173,270.67868206768173,0.0,0.0,0.0,1837.6683873903453
2022-04-28,1871.1513947078283,1838.6507600857635,2161.176455144949,1871.1513947078283,1871.1513947078283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.03511638231936,130.03511638231936,130.03511638231936,0.0,0.0,0.0,-114.44118976572851,-114.44118976572851,-114.44118976572851,-16.871418494004793,-16.871418494004793,-16.871418494004793,261.34772464205264,261.34772464205264,261.34772464205264,0.0,0.0,0.0,2001.1865110901476
2022-04-29,1873.3194376858528,2011.7858949403428,2327.2614507314424,1873.3194376858528,1873.3194376858528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.1569779731672,303.1569779731672,303.1569779731672,0.0,0.0,0.0,-100.00660120822693,-100.00660120822693,-100.00660120822693,151.09902358526537,151.09902358526537,151.09902358526537,252.06455559612866,252.06455559612866,252.06455559612866,0.0,0.0,0.0,2176.47641565902
2022-04-30,1875.487480663878,2086.8845343363114,2411.527851055691,1875.487480663878,1875.487480663878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.4147844355175,374.4147844355175,374.4147844355175,0.0,0.0,0.0,-78.61245630810703,-78.61245630810703,-78.61245630810703,210.10629700244155,210.10629700244155,210.10629700244155,242.92094374118295,242.92094374118295,242.92094374118295,0.0,0.0,0.0,2249.9022650993957
2022-05-01,1877.6555236419024,1987.156871890575,2330.124531974128,1877.6555236419024,1877.6555236419024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.068891102241,280.068891102241,280.068891102241,0.0,0.0,0.0,-53.466789807899026,-53.466789807899026,-53.466789807899026,99.5371559500416,99.5371559500416,99.5371559500416,233.99852496009845,233.99852496009845,233.99852496009845,0.0,0.0,0.0,2157.7244147441434
2022-05-02,1879.8235666199273,1860.3875806463218,2178.9283152459825,1879.8235666199273,1879.8235666199273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.23864319730302,139.23864319730302,139.23864319730302,0.0,0.0,0.0,-26.825210775273533,-26.825210775273533,-26.825210775273533,-59.3029444587106,-59.3029444587106,-59.3029444587106,225.36679843128712,225.36679843128712,225.36679843128712,0.0,0.0,0.0,2019.0622098172303
